시간날짜,황산동함유량,황산함유량,염소함유량,황산동분석값,황산분석값,염소분석값,광택제첨가량,확산제첨가량,평활제첨가량,염산,황산,가동시간,전압,전류,속도,장력,온도,두께최소,두께최대,정지상태초기가동,가동종료
datetime,copper_sulfate_content,sulfuric_acid_content,chloride_content,copper_sulfate_analysis,sulfuric_acid_analysis,chloride_analysis,add_amount_brightener,add_amount_carrier,add_amount_leveler,hydro_acid,sulfuric_acid,wt,v,a,velocity,tension,temperature,thick_min,thickness_max,warmup,off
2024-04-01T13:00:00Z,,,,,,,,,,,,,2.1,59,0.03,4,27.2,,,,
2024-04-01T13:30:00Z,,,,,,,,,,,,,2.1,59,0.03,4,26.8,,,,
2024-04-01T14:00:00Z,,,,,,,,,,,,,2.1,58,0.03,4.1,26.5,,,,
2024-04-01T14:30:00Z,,,,,,,,,,,,,2.1,58,0.03,3.8,26.2,,,,
2024-04-01T15:00:00Z,,,,,,,,,,,,,2.1,57,0.03,4,25.9,,,,
2024-04-01T15:30:00Z,,,,,,,,,,,,,2.1,55,0.03,4,25.2,,,,
2024-04-01T16:00:00Z,,,,,,,,,,,,,2.1,58,0.03,4,25.3,,,,
2024-04-01T17:00:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-02T08:40:00Z,205,56,49,41,11.4,49,200,200,,,,,,,,,,,,,
2024-04-02T08:50:00Z,,,,,,,,,,,,,1.3,36,,,,,,1,
2024-04-02T09:30:00Z,,,,,,,,,,,,,1.9,59,0.03,4.1,27.5,,,,
2024-04-02T10:00:00Z,,,,,,,,,,,,,1.9,58,0.03,4,28.6,,,,
2024-04-02T10:30:00Z,,,,,,,,,,,,,1.9,59,0.03,4,28.2,,,,
2024-04-02T11:00:00Z,,,,,,,,,,,,,1.9,58,0.03,4,28.6,,,,
2024-04-02T11:30:00Z,,,,,,,,,,,,,1.9,57,0.03,3.8,27.4,,,,
2024-04-02T12:00:00Z,,,,,,,,,,,,,1.9,57,0.03,4,27.1,,,,
2024-04-02T12:30:00Z,,,,,,,,,,,,,1.9,58,0.03,4,26.8,,,,
2024-04-02T13:00:00Z,,,,,,,,,,,,,1.9,56,0.03,4,26.6,,,,
2024-04-02T13:30:00Z,,,,,,,,,,,,,2,58,0.03,4,26.3,,,,
2024-04-02T14:00:00Z,,,,,,,,,,,,,2,57,0.03,4,26.1,,,,
2024-04-02T14:30:00Z,,,,,,,,,,,,,2,57,0.03,4,26,,,,
2024-04-02T15:00:00Z,,,,,,,,,,,,,2,59,0.03,4,25.8,,,,
2024-04-02T15:30:00Z,,,,,,,,,,,,,2.1,60,0.03,4,25.7,,,,
2024-04-02T16:00:00Z,,,,,,,,,,,,,2.1,60,0.03,4,25.5,,,,
2024-04-02T16:30:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-03T08:50:00Z,205,55,49,40.9,11.3,49,200,150,,,,,1.3,35,,,,,,1,
2024-04-03T09:30:00Z,,,,,,,,,,,,,1.9,53,0.03,4,33.8,,,,
2024-04-03T10:00:00Z,,,,,,,,,,,,,1.9,51,0.03,4,23,,,,
2024-04-03T10:30:00Z,,,,,,,,,,,,,1.9,54,0.03,4,26.1,,,,
2024-04-03T11:00:00Z,,,,,,,,,,,,,1.9,54,0.03,4,28.6,,,,
2024-04-03T11:30:00Z,,,,,,,,,,,,,1.8,52,0.03,3.9,28.1,,,,
2024-04-03T12:00:00Z,,,,,,,,,,,,,1.9,50,0.03,3.9,28,,,,
2024-04-03T12:30:00Z,,,,,,,,,,,,,2,59,0.03,4,27.5,,,,
2024-04-03T13:00:00Z,,,,,,,,,,,,,2.1,58,0.03,4,27.2,,,,
2024-04-03T13:30:00Z,,,,,,,,,,,,,2.1,62,0.03,4,26.9,,,,
2024-04-03T14:00:00Z,,,,,,,,,,,,,2,60,0.03,4,28.4,,,,
2024-04-03T14:30:00Z,,,,,,,,,,,,,2,62,0.03,4,32.5,,,,
2024-04-03T15:00:00Z,,,,,,,,,,,,,2,50,0.03,4,31.8,,,,
2024-04-03T15:30:00Z,,,,,,,,,,,,,2,59,0.03,4,31.1,,,,
2024-04-03T16:00:00Z,,,,,,,,,,,,,2,53,0.03,4,30.7,,,,
2024-04-03T16:30:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-05T08:40:00Z,,,,,,,,,,,,,1.3,34,,,,,,1,
2024-04-05T08:50:00Z,204,55,50,40.8,11.2,50,70,300,,,,,,,,,,,,,
2024-04-05T09:30:00Z,,,,,,,,,,,,,1.9,52,0.03,4,22.8,,,,
2024-04-05T10:00:00Z,,,,,,,,,,,,,2,52,0.03,4,22.9,,,,
2024-04-05T10:30:00Z,,,,,,,,,,,,,2,56,0.03,3.9,22.9,,,,
2024-04-05T11:00:00Z,,,,,,,,,,,,,2,55,0.03,4,22.9,,,,
2024-04-05T11:30:00Z,,,,,,,,,,,,,2,52,0.03,4,23,,,,
2024-04-05T12:00:00Z,,,,,,,,,,,,,2,50,0.03,4,23,,,,
2024-04-05T12:30:00Z,,,,,,,,,,,,,2,52,0.03,3.9,23.1,,,,
2024-04-05T13:00:00Z,,,,,,,,,,,,,2,53,0.03,4,23.2,,,,
2024-04-05T13:30:00Z,,,,,,,,,,,,,2,55,0.03,4,23.2,,,,
2024-04-05T14:00:00Z,,,,,,,,,,,,,2,55,0.03,4,23.3,,,,
2024-04-05T14:30:00Z,,,,,,,,,,,,,2,55,0.03,4,23.4,,,,
2024-04-05T15:00:00Z,,,,,,,,,,,,,2,55,0.03,4,23.4,,,,
2024-04-05T15:30:00Z,,,,,,,,,,,,,2,57,0.03,4,23.4,,,,
2024-04-05T16:00:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-08T08:50:00Z,198,54,49,39.5,11.1,49,200,350,,,,,1.4,31,,,,,,1,
2024-04-08T09:30:00Z,,,,,,,,,,,,,1.9,48,0.03,4,22.3,,,,
2024-04-08T10:00:00Z,,,,,,,,,,,,,1.9,51,0.03,4,22.3,,,,
2024-04-08T10:30:00Z,,,,,,,,,,,,,1.9,50,0.03,4,22.3,,,,
2024-04-08T11:00:00Z,,,,,,,,,,,,,1.9,46,0.03,3.9,22.4,,,,
2024-04-08T11:30:00Z,,,,,,,,,,,,,1.9,47,0.03,4,22.4,,,,
2024-04-08T12:00:00Z,,,,,,,,,,,,,1.9,46,0.03,4,22.4,,,,
2024-04-08T12:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,22.5,,,,
2024-04-08T13:00:00Z,,,,,,,,,,,,,1.9,50,0.03,4,22.4,,,,
2024-04-08T13:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,22.5,,,,
2024-04-08T14:00:00Z,,,,,,,,,,,,,1.9,49,0.03,4,22.6,,,,
2024-04-08T14:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,22.6,,,,
2024-04-08T15:00:00Z,,,,,,,,,,,,,1.9,51,0.03,4,22.6,,,,
2024-04-08T15:30:00Z,,,,,,,,,,,,,1.9,47,0.03,4,22.6,,,,
2024-04-08T16:00:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-11T08:40:00Z,203,47,49,40.5,9.5,49,300,200,,,,,,,,,,,,,
2024-04-11T08:45:00Z,,,,,,,,,,,,,1.4,30,,,,,,1,
2024-04-11T09:30:00Z,,,,,,,,,,,,,1.8,49,0.03,4,23.7,,,,
2024-04-11T10:00:00Z,,,,,,,,,,,,,1.8,48,0.03,3.9,23.7,,,,
2024-04-11T10:30:00Z,,,,,,,,,,,,,1.8,48,0.03,4,23.8,,,,
2024-04-11T11:00:00Z,,,,,,,,,,,,,1.8,41,0.03,4,23.8,,,,
2024-04-11T11:30:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-11T12:35:00Z,,,,,,,,,,,,,1.4,31,,,,,,1,
2024-04-11T13:00:00Z,,,,,,,,,,,,,1.8,48,0.03,4,23.7,,,,
2024-04-11T13:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,23.8,,,,
2024-04-11T14:00:00Z,,,,,,,,,,,,,1.9,51,0.03,4,23.8,,,,
2024-04-11T14:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,23.9,,,,
2024-04-11T15:00:00Z,,,,,,,,,,,,,1.9,51,0.03,4,24,,,,
2024-04-11T15:30:00Z,,,,,,,,,,,,,1.9,51,0.03,4,241,,,,
2024-04-11T16:00:00Z,,,,,,,,,,,,,1.9,46,0.03,4,24.1,,,,
2024-04-11T16:30:00Z,,,,,,,,,,,,,,,,,,,,,1
2024-04-12T08:35:00Z,,,,,,,,,,,,,1.4,31,,,,,,1,
2024-04-12T08:50:00Z,200,54,49,39.9,11,49,0,500,,,,,,,,,,,,,
2024-04-12T09:00:00Z,,,,,,,,,,,,,1.8,43,0.03,3.9,23.9,,,,
2024-04-12T09:30:00Z,,,,,,,,,,,,,1.8,46,0.03,4,23.9,,,,
2024-04-12T10:00:00Z,,,,,,,,,,,,,1.8,44,0.03,4,23.9,,,,
2024-04-12T10:30:00Z,,,,,,,,,,,,,1.8,48,0.03,3.9,24,,,,
2024-04-12T11:00:00Z,,,,,,,,,,,,,1.8,47,0.03,4,24.1,,,,
2024-04-12T11:30:00Z,,,,,,,,,,,,,,,,,,,,,1
