3.962317907843298030e+02,2.437525660065594479e+02,2.219078423288318049e+02,1.890259776114683632e+02,1.565518413210488404e+02,1.383856824534991574e+02,3.241479139784862582e+02,3.208206297050671196e+02,1.661650966471532698e+01,9.083064242285912826e+01,6.168750828995496960e+01
1.910534690460699778e+02,3.140593024617253377e+02,2.286735232897767389e+02,4.660442691024739048e+01,2.956203735616008998e+02,2.831399068873145097e+01,1.972865249433791917e+02,2.122204797111997721e+02,7.447169279701012501e-01,3.132600076748850597e+02,8.636658719046150168e+01
2.684758243826057083e+02,2.070397535827437423e+02,3.601076170369650526e+02,8.965392544034827438e+01,5.952671590344400698e+01,1.881076267529820711e+01,1.408070695928591078e+02,1.586606703528152877e+02,1.516566324146580484e+02,1.241136619841862831e+01,1.368778358613475277e+01
3.213852983023039656e+02,1.286933039022684966e+02,3.546508272560671458e+02,2.491924198739112057e+02,7.154758966290972921e+01,6.521705635690000946e+00,1.908658213601352713e+02,1.566495389271340457e+02,3.010954338787198736e+01,1.377810573921312880e+02,7.791538158750287835e+01
3.794158831782867765e+02,1.433342513096458504e+02,1.543308177004615231e+02,1.038178890659870888e+02,1.244761955533062689e+02,2.041576857424075797e+02,6.965395776188076127e+01,2.827047523511756708e+02,1.800911128463126332e+01,8.365878411910395585e+01,6.688629333426408152e+01
2.855741833340908897e+02,2.109461272456919403e+02,1.033392002855663634e+02,7.633673772578395855e+00,3.772539056907928057e+01,4.999781367356045081e+01,1.756326832008596170e+02,1.541860415159976014e+02,3.973055341925189055e+01,6.606720382331697294e+01,1.131577030456975308e+02
2.457361445740764623e+02,3.760337842146598177e+02,2.022978793218310045e+02,9.505555436124595303e+01,5.934278848628122915e+01,1.370192894162522066e+02,1.239599035286927062e+02,2.316434784071794866e+02,7.364403735836951626e+01,3.404989023483203425e+00,5.715327251370983674e+01
3.521662906268630309e+02,1.515047574203350109e+02,2.984992907506988900e+02,5.371188653028440996e+01,7.365007540773429184e+01,1.789835249905261350e+01,2.634553528376281406e+01,6.429258428536792280e+01,9.221374713788807753e+01,5.679581303967811579e+01,4.888607164201935262e+01
4.340125246480257601e+02,3.076372379506047992e+02,1.756915933701505423e+02,5.917877538565787177e+01,3.648477989692975143e+01,1.902990829003638282e+02,2.722608057885631752e+02,1.700962617827783276e+02,2.015697148872522177e+02,1.012030082763854040e+02,2.047739992887769347e+02
6.925898261290217306e+01,4.172868740161848109e+02,1.761796932455185924e+02,2.626966737341716396e+01,1.315113473081422768e+01,9.130315121531815237e+01,1.857094451498487615e+02,2.699821859538754154e+01,4.018550347349020058e+01,1.010774507641529141e+02,1.432524775288946728e+00
3.993722053253163722e+02,3.037896481048523469e+02,1.598068759319478715e+02,3.110140337530069132e+01,7.245979067514508642e+01,1.758889082948846294e+02,1.560527385194811814e+02,1.974944437301816436e+02,4.658711379248907747e+01,7.432311419308469169e+01,8.048954428436542230e+01
1.293395466110356722e+02,1.587863292333932463e+02,3.104895451263080872e+02,1.143462049922446653e+02,1.657423969784872497e-01,2.072527544523645702e+02,7.214382469362529093e+01,1.358502130474396097e+02,1.687362493356880222e+01,2.670279223711254346e+01,1.633306573745067283e+02
