1.802200708738163257e+02,2.658901616161812171e+02,1.788962551954890046e+02,1.716223427238856303e+01,1.274483318767824755e+02,4.283578123049248632e+01,1.808623728873150753e+02,1.663578603319416231e+02,1.934105712042723155e+02,8.674791969098039957e+00,9.164811713302340124e+00
3.735022198007540055e+02,4.524729944582128383e+01,1.608184448115953842e+02,1.929773101069861241e+02,1.341988973120901960e+02,2.854645327225844653e+01,1.687335768554820845e+02,2.059621448395611480e+02,6.067807159271738726e+01,1.149292784593542649e+02,4.737117116076736245e+00
3.127104204847508981e+02,3.154971984801219378e+02,2.026703253779265594e+02,8.126864074284864614e+01,2.529951610796718171e+02,4.204402578254734379e+01,9.113944602253212679e+01,2.512148111246240774e+02,1.599151698891360951e+01,4.335979717584458371e+01,1.229080932865658156e+02
3.471371560007478365e+02,2.175001294910956346e+02,3.991091144516935856e+02,1.682183547655927214e+01,9.303637288654850579e+01,1.316500533820572514e+02,8.815232874641570504e+01,3.138900006568259755e+02,6.143138172534469987e+01,2.585389949352186818e+02,1.017976650234132876e+02
3.549521896032596260e+02,1.914817151986775912e+02,2.117275027140434247e+02,1.570527335296741001e+01,6.509998782464495548e+01,1.496286023981635367e+02,3.554037126174114292e+02,1.352340397856671927e+02,9.490153166415632313e+01,3.156994892589611723e+01,8.288117709577775827e+01
3.210341478670358129e+02,1.814193155932986770e+02,1.646834258528431860e+02,1.765090477456528006e+01,1.493207324798558204e+02,1.187646099704317209e+02,1.195438989913509431e+01,2.950793906987834703e+02,7.786559555650298137e+01,1.483335550425699694e+02,9.634175405283448868e+01
2.809118810083074891e+02,3.930614407773625771e+02,2.297742604927936156e+02,1.124591985275777120e+02,7.078105001273546293e+01,1.657851510294151751e+02,1.190965965644141278e+02,1.398089272554062461e+02,1.023855297907610264e+02,2.213033799645208077e+00,1.266708894613774703e+02
4.362934496234681774e+02,4.888895110077503432e+02,3.724710167698742111e+02,1.910153112164341280e+02,1.453918395642239716e+02,1.858794594757718812e+02,1.301816982883129015e+02,1.154731421139891268e+01,8.255143025775032584e+01,1.223225850216255317e+01,1.869231205130485307e+01
3.599754370693136707e+02,5.389382268803046827e+02,3.313983081169741354e+02,7.012408481714858510e+01,2.262190375970824618e+01,1.421387645219929823e+02,2.663343180672315214e+01,5.407609234921646646e+01,1.078294173917145713e+02,1.359423602651775411e+02,7.424810403306256035e+01
2.254055872837072343e+02,2.529864161915189982e+02,2.585172187085753421e+02,1.247602395745726227e+02,1.419164494856995873e+02,9.424070781733621516e+01,2.234441373456747044e+02,1.178933939724694397e+02,1.582957375144839318e+02,7.372465042368922639e+01,7.271856432582333696e+01
3.190186048175522728e+02,4.794676399264816382e+02,3.556771327687146140e+02,7.604720585810768796e+01,9.426206028276200755e+01,8.339690507009365206e+01,1.022853634260436024e+02,3.033230078478001133e+02,1.014972847048953497e+02,1.116039570038866913e+02,9.189919227306774019e+01
3.424457958742405594e+02,2.072474753907919194e+02,1.951006165816958458e+02,1.834560938567485948e+02,3.257444164361625667e+02,4.395412584692660829e+01,2.154175831773636673e+01,1.519691072261176146e+02,6.864771455421012547e+01,2.653002453991896559e+01,9.689688449373196022e+01
3.163842489395829034e+02,2.432647324383441969e+02,2.256678020366459236e+02,1.066472769328753998e+02,1.162560696321351372e+01,2.005026496564842660e+02,3.506571529227806536e+02,2.152189632020229055e+02,5.410177470404411082e+01,5.641442445316027232e+01,8.280981105275489540e+01
1.951462943082833590e+02,3.805217792519013074e+02,1.046583987827137605e+02,6.156067189576528165e+01,9.823766329627105165e+00,2.105999625885884541e+02,1.471769536877476696e+02,2.284242446146248824e+02,5.426359892338663116e+01,2.253534364851342886e+01,7.397512334986446447e+00
2.429986267209156665e+02,3.090109987362772586e+02,2.851689299180292210e+02,1.069673073711364566e+02,3.524141411796298939e+02,1.064866870937219545e+02,4.782077697576255559e+01,1.107289703851920279e+02,9.088369443902898581e+01,1.049798353968440381e+02,1.095618346515885548e+02
3.345535353069919893e+02,3.013005668005523034e+02,3.436873719777996712e+02,2.162450892846089801e+01,9.550003221257242103e+01,1.124595066466557682e+02,1.083244141150879756e+02,1.596150446857261045e+02,3.353504255365056252e+01,3.646528413280162084e+01,6.791456589792650789e+01
1.202968745928481269e+02,3.098042507250389122e+02,1.019050314396526744e+02,6.608210857824010986e+01,1.400865310667327890e+02,1.067493965678974774e+02,1.331028201582177815e+02,4.781927709026373918e+01,1.306497438642470854e+02,6.481329643655341499e+01,7.227942422046763227e+01
2.863167058720859472e+02,1.225265066927661906e+02,1.099773870656826205e+02,8.514460248044026969e+01,2.130890939057597677e+01,2.219337060101383088e+02,3.468588604113014071e+02,8.973958965216741035e+01,8.356542970210423960e+01,1.344018367159758753e+01,9.278775581528489624e+01
2.548565748718302473e+02,4.381936352623561106e+02,3.963184479874348654e+02,3.100493148671228596e+02,2.172319960945534660e+02,1.425135298553020107e+02,2.055636656722469411e+02,1.723034950200897981e+02,2.341219496703638114e+01,4.150715070906682058e+01,7.959055252217396514e+01
1.219562482968200925e+02,3.337508977913018384e+02,5.627910203867571681e+00,6.601261948402408564e+01,7.315367305300810585e+01,1.402614741872714603e+02,1.009902687962102164e+02,4.898460794302590671e+01,8.763406119351682833e+01,1.215713259940167603e+02,3.912935579292138755e+01
1.206174819739249244e+02,3.137394201053941742e+02,1.380033532606118740e+02,3.025733511085910621e+01,4.607561880527576648e+00,1.718386544414784396e+02,1.523812965307656953e+02,3.014429915804388997e+02,1.822318051214072199e+01,3.189516184946546318e+01,1.271674424231855838e+01
3.052616645951619034e+02,2.691218210819554884e+02,3.735192661900750863e+02,1.550218854232803878e+01,5.386288275132732650e+01,5.707833985460744231e+01,1.473075294451402044e+02,3.169155444041011549e+01,1.558001818262954714e+02,1.112929679828681770e+02,3.660736278589907045e+01
3.158683959166971249e+02,1.628613066331311074e+02,3.019649310597177987e+02,2.228686410747226887e+02,4.690218675235482948e+01,7.038035497290550779e+01,2.046538666686424790e+02,1.652888948571770698e+02,7.329754734956789264e+01,3.177055150816444495e+01,4.379892984627611696e+01
2.965837675483654721e+02,2.696885207959389845e+02,1.358318545332261920e+02,1.166667518754598944e+02,9.819276021172851188e+01,1.728901357648740316e+02,9.642174108347666106e+01,2.198878695237976615e+02,3.042283164817853347e+01,5.300222702777450934e+01,1.166170837936846851e+02
