CASE1,CASE2,CASE3,CASE4
1446.6,1446.6,1457.4,1425.6
1447,1447,1457.6,1425.6
1447.4,1447.4,1457.6,1425.5
1447.8,1447.8,1457.7,1425.5
1448.4,1448.4,1457.8,1425.4
1449,1449,1457.9,1425.4
1449.7,1449.7,1458,1425.4
1450.6,1450.6,1457.9,1425.3
1451.5,1451.5,1457.8,1425.3
1452.6,1452.6,1457.6,1425.3
1453.7,1453.7,1457.5,1425.2
1454.9,1454.9,1457.3,1425.1
1456.2,1456.2,1457.4,1425.1
1457.8,1457.8,1457.4,1425.1
1459.5,1459.5,1457.5,1425.3
1461.2,1461.2,1457.5,1425.5
1462.9,1462.9,1457.4,1425.7
1464.5,1464.5,1457.4,1425.8
1465.9,1465.9,1457.3,1425.8
1467.2,1467.2,1457.2,1425.6
1468.3,1468.3,1457.1,1425.4
1469.2,1469.2,1457,1425.1
1470.1,1470.1,1456.9,1424.9
1471,1471,1456.8,1424.9
1471.7,1471.7,1456.7,1424.9
1472.3,1472.3,1456.8,1424.9
1472.8,1472.8,1456.9,1425
1473.1,1473.1,1457.1,1425.1
1473.3,1473.3,1457.3,1425.1
1473.2,1473.2,1457.6,1425.1
1472.9,1472.9,1457.9,1425.1
1472.5,1472.5,1458.2,1425.1
1472.3,1472.3,1458.3,1425.1
1472.2,1472.2,1458.4,1425.2
1472.3,1472.3,1458.5,1425.3
1472.5,1472.5,1458.4,1425.4
1472.8,1472.8,1458.3,1425.5
1473.2,1473.2,1458.3,1425.6
1473.5,1473.5,1458.3,1425.6
1473.8,1473.8,1458.2,1425.6
1474,1474,1458.1,1425.5
1474.2,1474.2,1457.9,1425.5
1474.3,1474.3,1457.6,1425.6
1474.4,1474.4,1457.2,1425.6
1474.5,1474.5,1456.7,1425.8
1474.4,1474.4,1456.2,1425.9
1474.3,1474.3,1455.8,1425.9
1474.1,1474.1,1455.3,1426
1473.8,1473.8,1455,1426.1
1473.5,1473.5,1454.8,1426
1473.2,1473.2,1454.9,1425.9
1472.8,1472.8,1455.1,1425.8
1472.5,1472.5,1455.6,1425.6
1472.1,1472.1,1456.2,1425.6
1471.8,1471.8,1456.8,1425.6
1471.5,1471.5,1457.3,1425.8
1471.2,1471.2,1457.6,1426
1470.9,1470.9,1457.5,1426
1470.7,1470.7,1457.1,1426
1470.5,1470.5,1456.3,1425.9
1470.3,1470.3,1455.4,1425.9
1470.2,1470.2,1454.5,1425.8
1470.1,1470.1,1453.6,1425.8
1470,1470,1453,1425.7
1470,1470,1452.6,1425.5
1470,1470,1452.4,1425.4
1470,1470,1452.5,1425.2
1470,1470,1452.7,1425.2
1470.1,1470.1,1453.2,1425.3
1470.2,1470.2,1453.7,1425.4
1470.3,1470.3,1454.3,1425.5
1470.5,1470.5,1454.9,1425.6
1470.7,1470.7,1455.4,1425.7
1470.9,1470.9,1455.9,1425.8
1471.2,1471.2,1456.3,1426.1
1471.4,1471.4,1456.7,1426.3
1471.7,1471.7,1457.1,1426.5
1472.1,1472.1,1457.6,1426.7
1472.4,1472.4,1458,1426.7
1472.6,1472.6,1458.5,1426.7
1472.8,1472.8,1459,1426.6
1472.9,1472.9,1459.3,1426.5
1473,1473,1459.5,1426.4
1473,1473,1459.5,1426.3
1473,1473,1459.4,1426.2
1472.9,1472.9,1459.2,1426.1
1472.8,1472.8,1458.9,1426.2
1472.8,1472.8,1458.5,1426.2
1472.7,1472.7,1458.1,1426.3
1472.6,1472.6,1457.6,1426.3
1472.6,1472.6,1457,1426.4
1472.5,1472.5,1456.6,1426.5
1472.5,1472.5,1456.3,1426.5
1472.4,1472.4,1456.2,1426.7
1472.3,1472.3,1456.2,1426.7
1472.1,1472.1,1456.2,1426.8
1472,1472,1456.3,1426.8
1471.9,1471.9,1456.3,1426.9
1471.8,1471.8,1456.4,1426.9
1471.8,1471.8,1456.5,1427
1471.7,1471.7,1456.6,1426.9
1471.6,1471.6,1456.7,1426.9
1471.6,1471.6,1456.7,1426.8
1471.6,1471.6,1456.7,1426.8
1471.6,1471.6,1456.7,1426.8
1471.7,1471.7,1456.6,1426.8
1471.8,1471.8,1456.5,1426.9
1471.9,1471.9,1456.5,1426.9
1472,1472,1456.4,1426.9
1472.2,1472.2,1456.4,1426.9
1472.3,1472.3,1456.4,1427
1472.5,1472.5,1456.3,1427
1472.5,1472.5,1456.4,1427.1
1472.5,1472.5,1456.4,1427.1
1472.5,1472.5,1456.5,1427.2
1472.4,1472.4,1456.7,1427.2
1472.2,1472.2,1456.9,1427.1
1472,1472,1457.1,1427.1
1471.7,1471.7,1457.3,1427.2
1471.2,1471.2,1457.5,1427.3
1470.8,1470.8,1457.7,1427.4
1470.2,1470.2,1457.8,1427.6
1469.6,1469.6,1457.8,1427.8
1468.9,1468.9,1457.7,1428
1468.2,1468.2,1457.4,1428.2
1467.4,1467.4,1457.1,1428.2
1466.7,1466.7,1456.7,1428.1
1466.1,1466.1,1456.3,1427.9
1465.6,1465.6,1456.1,1427.9
1465.2,1465.2,1455.9,1427.9
1464.8,1464.8,1455.7,1428
1464.6,1464.6,1455.5,1428.2
1464.5,1464.5,1455.5,1428.4
1464.5,1464.5,1455.5,1428.4
1464.7,1464.7,1455.6,1428.4
1464.9,1464.9,1455.8,1428.2
1465.2,1465.2,1456.2,1428
1465.5,1465.5,1456.6,1427.9
1466,1466,1457,1427.8
1466.5,1466.5,1457.4,1427.8
1467,1467,1457.9,1427.8
1467.6,1467.6,1458.5,1427.8
1468.1,1468.1,1459.2,1427.8
1468.6,1468.6,1460,1427.8
1469.1,1469.1,1460.8,1427.8
1469.6,1469.6,1461.5,1427.8
1470,1470,1462,1427.9
1470.4,1470.4,1462.3,1428.1
1470.8,1470.8,1462.3,1428.2
1471,1471,1461.9,1428.4
1471.2,1471.2,1460.9,1428.4
1471.4,1471.4,1459.1,1428.4
1471.5,1471.5,1456.2,1428.4
1471.6,1471.6,1452.7,1428.3
1471.6,1471.6,1448.8,1428.2
1471.6,1471.6,1444.9,1428
1471.6,1471.6,1441.1,1427.9
1471.6,1471.6,1437.6,1428.2
1471.6,1471.6,1434.6,1428.8
1471.5,1471.5,1432,1429.6
1471.4,1471.4,1430,1430.4
1471.3,1471.3,1428.7,1431
1471.1,1471.1,1428.2,1431.2
1470.9,1470.9,1428.2,1431.4
1470.7,1470.7,1428.6,1432.1
1470.6,1470.6,1429,1433.9
1470.4,1470.4,1429.4,1436.8
1470.3,1470.3,1429.6,1440.8
1470.2,1470.2,1429.7,1445.5
1470.1,1470.1,1429.7,1450.1
1470,1470,1429.6,1453.9
1469.8,1469.8,1429.5,1456.7
1469.7,1469.7,1429.3,1458.4
1469.6,1469.6,1429.2,1459.1
1469.4,1469.4,1429.1,1459.1
1469.3,1469.3,1429.1,1458.9
1469.3,1469.3,1429,1458.6
1469.3,1469.3,1429,1458.5
1469.4,1469.4,1429,1458.7
1469.5,1469.5,1429,1459.2
1469.6,1469.6,1429,1460
1469.8,1469.8,1429.1,1460.7
1469.9,1469.9,1429.1,1461.2
1470,1470,1429.1,1461.3
1470.1,1470.1,1429.1,1461.2
1470.1,1470.1,1429,1460.9
1470,1470,1429,1460.5
1469.8,1469.8,1428.9,1461.3
1469.6,1469.6,1428.9,1462
1469.3,1469.3,1428.9,1462.6
1469.1,1469.1,1428.9,1462.9
1468.8,1468.8,1429,1463
1468.5,1468.5,1429.1,1462.2
1468.2,1468.2,1429.1,1462
1468,1468,1429.2,1462
1467.8,1467.8,1429.3,1461.9
1467.7,1467.7,1429.3,1461.6
1467.6,1467.6,1429.4,1460.4
1467.6,1467.6,1429.4,1458.5
1467.6,1467.6,1429.5,1456.9
1467.8,1467.8,1429.4,1456.2
1467.9,1467.9,1429.3,1456.6
1468.2,1468.2,1429.2,1458
1468.5,1468.5,1429.1,1459.8
1468.8,1468.8,1429.1,1461.2
1469.2,1469.2,1429.1,1462
1469.5,1469.5,1429.1,1462.1
1469.9,1469.9,1429.1,1461.9
1470.2,1470.2,1429.1,1461.5
1470.5,1470.5,1429.1,1461
1470.7,1470.7,1429.2,1460.5
1470.9,1470.9,1429.3,1460.1
1470.9,1470.9,1429.4,1459.8
1471,1471,1429.4,1459.6
1470.9,1470.9,1429.3,1459.6
1470.9,1470.9,1429.3,1459.7
1470.8,1470.8,1429.1,1460
1470.8,1470.8,1429,1460.3
1470.7,1470.7,1428.8,1460.7
1470.7,1470.7,1428.7,1460.8
1470.7,1470.7,1428.6,1460.5
1470.7,1470.7,1428.5,1459.9
1470.7,1470.7,1428.4,1459.1
1470.6,1470.6,1428.4,1458.5
1470.6,1470.6,1428.5,1458.2
1470.4,1470.4,1428.7,1458.4
1470.3,1470.3,1428.9,1458.8
1470.2,1470.2,1429,1459.2
1470.1,1470.1,1429,1459.5
1470,1470,1429,1459.6
1469.9,1469.9,1429,1459.6
1469.9,1469.9,1429,1459.6
1469.8,1469.8,1429.1,1459.4
1469.8,1469.8,1429.2,1459
1469.7,1469.7,1429.3,1458.5
1469.7,1469.7,1429.3,1457.8
1469.6,1469.6,1429.4,1457
1469.6,1469.6,1429.3,1456.4
1469.6,1469.6,1429.3,1455.9
1469.6,1469.6,1429.3,1455.6
1469.7,1469.7,1429.2,1455.4
1469.8,1469.8,1429.1,1455.3
1470,1470,1429,1455.3
1470.2,1470.2,1428.9,1455.6
1470.4,1470.4,1428.9,1456.1
1470.6,1470.6,1428.8,1456.7
1470.8,1470.8,1428.8,1457.3
1470.9,1470.9,1428.8,1457.8
1471,1471,1428.9,1458
1471.1,1471.1,1429,1458
1471.1,1471.1,1429,1457.9
1471.1,1471.1,1429.1,1457.9
1471.2,1471.2,1429.2,1458
1471.2,1471.2,1429.3,1458.1
1471.3,1471.3,1429.4,1458.2
1471.4,1471.4,1429.5,1458.2
1471.4,1471.4,1429.5,1458.1
1471.5,1471.5,1429.4,1458
1471.5,1471.5,1429.4,1457.9
1471.5,1471.5,1429.4,1458
1471.4,1471.4,1429.5,1458.3
1471.3,1471.3,1429.6,1459.3
1471.1,1471.1,1429.7,1460.9
1470.9,1470.9,1429.7,1462.8
1470.6,1470.6,1429.6,1464.8
1470.4,1470.4,1429.6,1466.6
1470,1470,1429.7,1467.3
1469.7,1469.7,1429.9,1466.8
1469.3,1469.3,1430,1465.3
1468.9,1468.9,1430.1,1463.2
1468.5,1468.5,1430.1,1460.7
1468.1,1468.1,1430.2,1458.7
1467.8,1467.8,1430.2,1457.4
1467.4,1467.4,1430.2,1456.8
1467.1,1467.1,1430.2,1456.3
1466.8,1466.8,1430.1,1456.1
1466.6,1466.6,1430,1455.7
1466.5,1466.5,1430,1455.3
1466.4,1466.4,1429.9,1454.8
1466.4,1466.4,1429.9,1454.5
1466.5,1466.5,1429.9,1454.3
1466.7,1466.7,1429.9,1454.3
1467,1467,1429.8,1454.4
1467.3,1467.3,1429.8,1454.5
1467.6,1467.6,1429.9,1454.6
1468,1468,1429.9,1454.4
1468.3,1468.3,1429.9,1454.2
1468.7,1468.7,1430,1453.9
1469,1469,1429.9,1453.7
1469.3,1469.3,1429.9,1453.6
1469.6,1469.6,1429.8,1453.7
1469.9,1469.9,1429.8,1454
1470.1,1470.1,1429.8,1454.3
1470.3,1470.3,1429.7,1454.6
1470.5,1470.5,1429.7,1455
1470.7,1470.7,1429.6,1455.3
1470.8,1470.8,1429.6,1455.4
1470.8,1470.8,1429.6,1455.5
1470.8,1470.8,1429.6,1455.5
1470.8,1470.8,1429.6,1455.4
1470.8,1470.8,1429.7,1455.1
1470.9,1470.9,1429.7,1454.8
1470.9,1470.9,1429.8,1454.5
1470.9,1470.9,1429.9,1454.3
1470.9,1470.9,1430,1454.3
1470.9,1470.9,1430.1,1454.6
1470.9,1470.9,1430.1,1455.1
1470.9,1470.9,1430.1,1455.5
1470.9,1470.9,1430.1,1455.8
1470.9,1470.9,1430.1,1455.7
1470.8,1470.8,1430.1,1455.3
1470.8,1470.8,1430,1454.5
1470.8,1470.8,1430,1453.9
1470.8,1470.8,1429.9,1453.7
1470.7,1470.7,1429.8,1454
1470.7,1470.7,1429.7,1454.7
1470.6,1470.6,1429.6,1455.7
1470.5,1470.5,1429.6,1456.6
1470.4,1470.4,1429.6,1457.1
1470.3,1470.3,1429.6,1457.3
1470.2,1470.2,1429.6,1457.5
1470.1,1470.1,1429.6,1457.6
1470.1,1470.1,1429.6,1457.8
1470,1470,1429.6,1458.2
1470,1470,1429.6,1458.5
1469.9,1469.9,1429.6,1458.6
1469.9,1469.9,1429.6,1458.4
1469.9,1469.9,1429.6,1458.1
1469.9,1469.9,1429.6,1457.8
1470,1470,1429.6,1457.4
1470.1,1470.1,1429.6,1457.2
1470.2,1470.2,1429.6,1457
1470.4,1470.4,1429.6,1456.8
1470.6,1470.6,1429.5,1456.9
1470.7,1470.7,1429.5,1457
1470.9,1470.9,1429.5,1457.3
1471.2,1471.2,1429.5,1457.5
1471.4,1471.4,1429.5,1457.6
1471.6,1471.6,1429.5,1457.5
1471.9,1471.9,1429.4,1457.2
1472.1,1472.1,1429.4,1456.7
1472.4,1472.4,1429.4,1456.2
1472.6,1472.6,1429.4,1455.8
1472.8,1472.8,1429.4,1455.6
1473,1473,1429.5,1455.7
1473.1,1473.1,1429.6,1456
1473.3,1473.3,1429.6,1456.4
1473.3,1473.3,1429.7,1457
1473.4,1473.4,1429.7,1457.4
1473.4,1473.4,1429.7,1457.9
1473.4,1473.4,1429.8,1458.2
1473.4,1473.4,1429.8,1458.3
1473.4,1473.4,1429.9,1458.3
1473.4,1473.4,1430,1458.2
1473.4,1473.4,1429.9,1458
1473.4,1473.4,1429.9,1457.6
1473.4,1473.4,1429.8,1457.3
1473.4,1473.4,1429.7,1457.2
1473.3,1473.3,1429.6,1457.2
1473.3,1473.3,1429.5,1457.3
1473.3,1473.3,1429.5,1457.5
1473.3,1473.3,1429.4,1457.6
1473.3,1473.3,1429.4,1457.2
1473.4,1473.4,1429.4,1456.7
1473.5,1473.5,1429.5,1455.9
1473.6,1473.6,1429.6,1455.1
1473.7,1473.7,1429.7,1454.3
1473.8,1473.8,1429.7,1454
1473.9,1473.9,1429.7,1454.2
1473.9,1473.9,1429.8,1454.8
1473.8,1473.8,1429.8,1456
1473.7,1473.7,1429.8,1457.3
1473.4,1473.4,1429.7,1458.4
1473.2,1473.2,1429.6,1459.1
1472.8,1472.8,1429.5,1459.1
1472.5,1472.5,1429.4,1458.2
1472,1472,1429.4,1456.7
1471.6,1471.6,1429.4,1454.7
1471,1471,1429.4,1452.8
1470.5,1470.5,1429.4,1451.2
1469.9,1469.9,1429.3,1450.3
1469.4,1469.4,1429.3,1450.2
1468.8,1468.8,1429.3,1451
1468.4,1468.4,1429.3,1452.2
1468,1468,1429.3,1453.5
1467.7,1467.7,1429.4,1454.6
1467.6,1467.6,1429.4,1455.2
1467.6,1467.6,1429.5,1455.4
1467.7,1467.7,1429.5,1455.3
1467.9,1467.9,1429.6,1455
1468.1,1468.1,1429.6,1454.9
1468.4,1468.4,1429.6,1455.2
1468.7,1468.7,1429.6,1455.7
1469,1469,1429.6,1456.6
1469.3,1469.3,1429.5,1457.5
1469.6,1469.6,1429.5,1458.4
1469.9,1469.9,1429.4,1459.1
1470.2,1470.2,1429.4,1459.5
1470.4,1470.4,1429.4,1459.7
1470.6,1470.6,1429.5,1459.6
1470.7,1470.7,1429.6,1459.5
1470.7,1470.7,1429.6,1459.3
1470.7,1470.7,1429.6,1459.1
1470.6,1470.6,1429.7,1458.8
1470.4,1470.4,1429.7,1458.4
1470.3,1470.3,1429.7,1457.9
1470.2,1470.2,1429.7,1457.3
1470.1,1470.1,1429.7,1456.6
1470,1470,1429.7,1455.7
1469.9,1469.9,1429.6,1455
1469.8,1469.8,1429.6,1454.6
1469.8,1469.8,1429.6,1454.6
1469.7,1469.7,1429.6,1455.1
1469.6,1469.6,1429.6,1456
1469.4,1469.4,1429.6,1456.4
1469.3,1469.3,1429.6,1456.6
1469.1,1469.1,1429.6,1456.3
1468.8,1468.8,1429.6,1455.9
1468.5,1468.5,1429.6,1455.5
1468.3,1468.3,1429.6,1455.7
1468,1468,1429.6,1456.1
1467.7,1467.7,1429.6,1456.5
1467.5,1467.5,1429.6,1456.7
1467.2,1467.2,1429.7,1456.6
1467,1467,1429.7,1456.3
1466.8,1466.8,1429.8,1455.8
1466.7,1466.7,1429.9,1455.4
1466.6,1466.6,1430,1455.4
1466.6,1466.6,1430.1,1455.9
1466.7,1466.7,1430.2,1456.6
1466.8,1466.8,1430.4,1457.5
1467,1467,1430.5,1458.2
1467.3,1467.3,1430.6,1458.4
1467.6,1467.6,1430.7,1458.2
1468,1468,1430.7,1457.8
1468.3,1468.3,1430.8,1457.3
1468.7,1468.7,1430.9,1456.8
1469.2,1469.2,1430.8,1456.5
1469.6,1469.6,1430.7,1456.3
1470,1470,1430.6,1456
1470.3,1470.3,1430.5,1455.6
1470.7,1470.7,1430.3,1455.3
1470.9,1470.9,1430.2,1454.9
1471.1,1471.1,1430.1,1454.7
1471.2,1471.2,1430.1,1454.6
1471.3,1471.3,1430.1,1454.7
1471.3,1471.3,1430.1,1455
1471.2,1471.2,1430.1,1455.4
1471.1,1471.1,1430.2,1455.9
1471,1471,1430.3,1456.5
1470.8,1470.8,1430.5,1457.2
1470.7,1470.7,1430.8,1457.7
1470.6,1470.6,1431.2,1458.1
1470.5,1470.5,1431.6,1458.4
1470.4,1470.4,1432,1459.1
1470.3,1470.3,1432.3,1460.2
1470.2,1470.2,1432.6,1461.6
1470.1,1470.1,1433,1463.1
1470,1470,1433.8,1464.4
1469.9,1469.9,1435.2,1464.7
1469.9,1469.9,1437.1,1464.1
1469.9,1469.9,1439.6,1462.5
1470,1470,1442.5,1460
1470,1470,1445.4,1456.7
1470.1,1470.1,1448.3,1452.5
1470.2,1470.2,1451.1,1447
1470.2,1470.2,1453.8,1441.4
1470.2,1470.2,1456.2,1436
1470.1,1470.1,1458,1431.3
1470,1470,1459.3,1428.1
1469.9,1469.9,1459.9,1426.9
1469.8,1469.8,1459.9,1426.8
1469.7,1469.7,1459.6,1427.5
1469.6,1469.6,1459.2,1428.4
1469.5,1469.5,1458.8,1429.1
1469.3,1469.3,1458.5,1429.6
1469.2,1469.2,1458.4,1429.7
1469.1,1469.1,1458.5,1429.7
1469,1469,1458.8,1429.6
1469,1469,1459.1,1429.6
1468.9,1468.9,1459.4,1429.5
1468.9,1468.9,1459.7,1429.4
1468.9,1468.9,1459.8,1429.3
1469,1469,1460,1429.1
1469.1,1469.1,1460.2,1429
1469.1,1469.1,1460.6,1428.8
1469.2,1469.2,1461,1428.7
1469.1,1469.1,1461.3,1428.7
1469.1,1469.1,1461.6,1428.9
1469,1469,1461.9,1429
1468.9,1468.9,1462.2,1429.1
1468.8,1468.8,1462.4,1429.1
1468.7,1468.7,1462.5,1429.1
1468.7,1468.7,1462.5,1429.1
1468.6,1468.6,1462.4,1428.9
1468.6,1468.6,1462.3,1428.8
1468.6,1468.6,1462.1,1428.7
1468.6,1468.6,1462,1428.6
1468.6,1468.6,1461.9,1428.7
1468.7,1468.7,1461.8,1428.9
1468.9,1468.9,1461.8,1429.1
1469.1,1469.1,1461.9,1429.3
1469.4,1469.4,1462,1429.5
1469.8,1469.8,1462.1,1429.6
1470.2,1470.2,1462.1,1429.6
1470.6,1470.6,1462,1429.4
1471,1471,1461.8,1429.3
1471.3,1471.3,1461.7,1429.2
1471.5,1471.5,1461.7,1429.2
1471.5,1471.5,1461.7,1429.2
1471.4,1471.4,1461.7,1429.3
1471.3,1471.3,1461.8,1429.2
1471.1,1471.1,1461.9,1429
1470.9,1470.9,1462.2,1428.8
1470.6,1470.6,1462.6,1428.7
1470.3,1470.3,1463.2,1428.7
1469.9,1469.9,1463.8,1428.9
1469.5,1469.5,1464.2,1429.2
1469.2,1469.2,1464.5,1429.5
1468.9,1468.9,1464.7,1429.6
1468.6,1468.6,1464.8,1429.6
1468.4,1468.4,1464.6,1429.2
1468.2,1468.2,1464.1,1428.8
1468.1,1468.1,1463.4,1428.4
1468,1468,1462.5,1428.2
1468.1,1468.1,1461.5,1428.2
1468.1,1468.1,1460.5,1428.4
1468.3,1468.3,1459.7,1428.7
1468.4,1468.4,1459.1,1428.8
1468.6,1468.6,1458.5,1428.9
1468.8,1468.8,1458.1,1429
1469,1469,1457.9,1429
1469.3,1469.3,1457.9,1429.1
1469.5,1469.5,1458.1,1429.2
1469.7,1469.7,1458.5,1429.2
1469.8,1469.8,1458.9,1429
1469.9,1469.9,1459.2,1429
1470,1470,1459.4,1429
1470.1,1470.1,1459.5,1429.1
1470.2,1470.2,1459.6,1429.3
1470.4,1470.4,1459.7,1429.6
1470.6,1470.6,1460,1429.7
1470.8,1470.8,1460.3,1429.7
1470.9,1470.9,1460.6,1429.6
1471.1,1471.1,1461,1429.4
1471.1,1471.1,1461.4,1429.1
1471.2,1471.2,1461.7,1428.7
1471.1,1471.1,1462,1428.4
1471.1,1471.1,1462.2,1428.3
1471,1471,1462.2,1428.3
1470.9,1470.9,1462.1,1428.6
1470.8,1470.8,1461.9,1428.9
1470.7,1470.7,1461.6,1429.1
1470.7,1470.7,1461.3,1429.3
1470.7,1470.7,1461,1429.2
1470.7,1470.7,1460.7,1429.1
1470.7,1470.7,1460.4,1429
1470.7,1470.7,1460,1429
1470.7,1470.7,1459.7,1429.2
1470.6,1470.6,1459.4,1429.5
1470.6,1470.6,1459.2,1429.8
1470.6,1470.6,1459.1,1429.9
1470.6,1470.6,1458.8,1429.8
1470.6,1470.6,1458.5,1429.5
1470.6,1470.6,1458.2,1429.2
1470.6,1470.6,1457.8,1429.2
1470.5,1470.5,1457.6,1429.2
1470.5,1470.5,1457.5,1429.4
1470.4,1470.4,1457.6,1429.6
1470.2,1470.2,1457.8,1429.9
1470,1470,1458,1430
1469.8,1469.8,1458.1,1430.1
1469.6,1469.6,1458.2,1430.2
1469.4,1469.4,1458.3,1430.2
1469.3,1469.3,1458.4,1430.2
1469.2,1469.2,1458.5,1430
1469.2,1469.2,1458.6,1429.9
1469.2,1469.2,1458.7,1429.7
1469.2,1469.2,1458.8,1429.7
1469.2,1469.2,1458.7,1429.7
1469.3,1469.3,1458.6,1429.7
1469.3,1469.3,1458.5,1429.8
1469.3,1469.3,1458.5,1429.8
1469.3,1469.3,1458.5,1429.8
1469.2,1469.2,1458.6,1429.8
1469.3,1469.3,1458.6,1429.8
1469.3,1469.3,1458.6,1429.8
1469.3,1469.3,1458.7,1429.8
1469.3,1469.3,1458.7,1429.8
1469.3,1469.3,1458.7,1429.8
1469.2,1469.2,1458.7,1429.6
1469.1,1469.1,1458.5,1429.5
1469,1469,1458.4,1429.4
1468.8,1468.8,1458.2,1429.4
1468.8,1468.8,1458,1429.4
1468.7,1468.7,1457.9,1429.5
1468.6,1468.6,1457.7,1429.5
1468.6,1468.6,1457.6,1429.6
1468.7,1468.7,1457.5,1429.6
1468.8,1468.8,1457.3,1429.7
1469,1469,1457.3,1429.8
1469.2,1469.2,1457.3,1429.9
1469.4,1469.4,1457.3,1430.1
1469.6,1469.6,1457.5,1430.2
1469.7,1469.7,1457.7,1430.3
1469.8,1469.8,1457.9,1430.3
1469.9,1469.9,1458.1,1430.1
1470,1470,1458.2,1429.9
1470.1,1470.1,1458.3,1429.7
1470.1,1470.1,1458.3,1429.6
1470.1,1470.1,1458.3,1429.5
1470.1,1470.1,1458.4,1429.5
1470.1,1470.1,1458.4,1429.4
1470,1470,1458.4,1429.4
1469.9,1469.9,1458.4,1429.4
1469.8,1469.8,1458.2,1429.5
1469.6,1469.6,1457.9,1429.5
1469.4,1469.4,1457.6,1429.6
1469.3,1469.3,1457.3,1429.6
1469.2,1469.2,1457,1429.5
1469.1,1469.1,1456.8,1429.5
1469,1469,1456.7,1429.5
1469,1469,1456.6,1429.5
1469.1,1469.1,1456.6,1429.5
1469.1,1469.1,1456.6,1429.5
1469.1,1469.1,1456.7,1429.6
1469,1469,1457,1429.5
1469,1469,1457.3,1429.4
1468.9,1468.9,1457.6,1429.4
1468.9,1468.9,1457.9,1429.3
1468.8,1468.8,1458.2,1429.3
1468.8,1468.8,1458.5,1429.3
1468.7,1468.7,1458.6,1429.3
1468.7,1468.7,1458.7,1429.4
1468.6,1468.6,1458.7,1429.4
1468.5,1468.5,1458.7,1429.5
1468.4,1468.4,1458.8,1429.6
1468.3,1468.3,1458.9,1429.8
1468.3,1468.3,1459,1429.8
1468.2,1468.2,1459.1,1429.8
1468.2,1468.2,1459.1,1429.8
1468.1,1468.1,1459.2,1429.8
1468.1,1468.1,1459.2,1429.8
1468.1,1468.1,1459.2,1429.9
1468.1,1468.1,1459.1,1430
1468.1,1468.1,1459,1430.1
1468.1,1468.1,1458.8,1430.1
1468.1,1468.1,1458.4,1429.9
1468.2,1468.2,1458.1,1429.6
1468.2,1468.2,1457.9,1429.3
1468.2,1468.2,1457.8,1429.1
1468.2,1468.2,1457.8,1429
1468.2,1468.2,1457.9,1429.2
1468.1,1468.1,1458.1,1429.5
1468,1468,1458.2,1429.8
1468,1468,1458.5,1430.1
1467.9,1467.9,1458.8,1430.3
1467.9,1467.9,1459.1,1430.3
1467.9,1467.9,1459.5,1430.1
1467.8,1467.8,1459.8,1429.7
1467.8,1467.8,1460,1429.4
1467.8,1467.8,1460.1,1429.2
1467.8,1467.8,1460.2,1429.1
1467.9,1467.9,1460.3,1429.2
1467.9,1467.9,1460.4,1429.3
1468,1468,1460.5,1429.4
1468,1468,1460.6,1429.4
1468,1468,1460.7,1429.4
1468,1468,1460.7,1429.3
1467.9,1467.9,1460.8,1429.3
1467.8,1467.8,1460.9,1429.2
1467.7,1467.7,1461.1,1429.2
1467.5,1467.5,1461.3,1429.1
1467.2,1467.2,1461.4,1429.1
1467,1467,1461.5,1429.1
1466.7,1466.7,1461.6,1429
1466.4,1466.4,1461.7,1429
1466.1,1466.1,1461.8,1429.1
1465.8,1465.8,1461.9,1429.3
1465.5,1465.5,1461.8,1429.5
1465.1,1465.1,1461.7,1429.6
1464.9,1464.9,1461.5,1429.7
1464.7,1464.7,1461.3,1429.7
1464.6,1464.6,1461.3,1429.6
1464.7,1464.7,1461.5,1429.4
1464.8,1464.8,1461.8,1429.3
1465,1465,1462,1429.2
1465.3,1465.3,1462.2,1429.2
1465.6,1465.6,1462.3,1429.2
1466,1466,1462.4,1429.2
1466.4,1466.4,1462.5,1429.2
1466.9,1466.9,1462.8,1429.3
1467.3,1467.3,1462.9,1429.4
1467.8,1467.8,1462.9,1429.6
1468.2,1468.2,1462.7,1429.7
1468.6,1468.6,1462.4,1429.7
1469,1469,1462.1,1429.6
1469.3,1469.3,1461.9,1429.5
1469.5,1469.5,1461.7,1429.4
1469.7,1469.7,1461.5,1429.3
1469.9,1469.9,1461.4,1429.3
1470,1470,1461.2,1429.4
1470.1,1470.1,1461,1429.4
1470.2,1470.2,1460.8,1429.5
1470.3,1470.3,1460.5,1429.5
1470.4,1470.4,1460.1,1429.5
1470.4,1470.4,1459.7,1429.5
1470.4,1470.4,1459.5,1429.4
1470.4,1470.4,1459.3,1429.4
1470.4,1470.4,1459.3,1429.3
1470.4,1470.4,1459.3,1429.3
1470.4,1470.4,1459.3,1429.3
1470.3,1470.3,1459.3,1429.3
1470.2,1470.2,1459.4,1429.4
1470.2,1470.2,1460,1429.5
1470.1,1470.1,1461.1,1429.5
1470,1470,1462.5,1429.6
1469.9,1469.9,1464.1,1429.7
1469.8,1469.8,1465.5,1429.8
1469.7,1469.7,1466.6,1429.9
1469.6,1469.6,1467.4,1430.1
1469.4,1469.4,1467.9,1430.3
1469.2,1469.2,1468.4,1430.4
1469.1,1469.1,1468.6,1430.6
1468.9,1468.9,1468.2,1430.7
1468.8,1468.8,1467.2,1430.7
1468.7,1468.7,1465.6,1430.7
