CASE1,CASE2,CASE3,CASE4
1441.9,1441.9,1466.3,1466.8
1441.8,1441.8,1466.3,1466.8
1441.8,1441.8,1466.4,1466.8
1441.7,1441.7,1466.4,1466.8
1441.6,1441.6,1466.4,1466.7
1441.4,1441.4,1466.4,1466.7
1441.3,1441.3,1466.4,1466.7
1441.2,1441.2,1466.4,1466.8
1441.1,1441.1,1466.4,1466.8
1441.1,1441.1,1466.4,1466.8
1441,1441,1466.4,1466.8
1441.1,1441.1,1466.4,1466.8
1441.1,1441.1,1466.4,1466.8
1441.2,1441.2,1466.4,1466.8
1441.3,1441.3,1466.4,1466.8
1441.4,1441.4,1466.4,1466.8
1441.5,1441.5,1466.4,1466.8
1441.6,1441.6,1466.4,1466.7
1441.8,1441.8,1466.4,1466.7
1441.9,1441.9,1466.4,1466.7
1442,1442,1466.4,1466.7
1442.1,1442.1,1466.4,1466.7
1442.3,1442.3,1466.4,1466.7
1442.4,1442.4,1466.4,1466.7
1442.5,1442.5,1466.4,1466.7
1442.7,1442.7,1466.4,1466.7
1442.8,1442.8,1466.4,1466.7
1442.9,1442.9,1466.4,1466.7
1442.9,1442.9,1466.4,1466.7
1442.9,1442.9,1466.4,1466.7
1442.9,1442.9,1466.4,1466.7
1442.8,1442.8,1466.4,1466.7
1442.8,1442.8,1466.4,1466.7
1442.7,1442.7,1466.4,1466.7
1442.6,1442.6,1466.4,1466.7
1442.5,1442.5,1466.4,1466.7
1442.4,1442.4,1466.4,1466.7
1442.2,1442.2,1466.4,1466.7
1442,1442,1466.4,1466.7
1441.9,1441.9,1466.4,1466.7
1441.7,1441.7,1466.4,1466.7
1441.6,1441.6,1466.4,1466.7
1441.5,1441.5,1466.4,1466.7
1441.4,1441.4,1466.4,1466.6
1441.3,1441.3,1466.4,1466.7
1441.3,1441.3,1466.4,1466.7
1441.3,1441.3,1466.4,1466.7
1441.3,1441.3,1466.4,1466.7
1441.3,1441.3,1466.4,1466.6
1441.2,1441.2,1466.4,1466.6
1441.2,1441.2,1466.4,1466.6
1441.3,1441.3,1466.4,1466.6
1441.4,1441.4,1466.3,1466.6
1441.4,1441.4,1466.3,1466.6
1441.5,1441.5,1466.3,1466.6
1441.6,1441.6,1466.3,1466.6
1441.7,1441.7,1466.3,1466.6
1441.7,1441.7,1466.3,1466.6
1441.8,1441.8,1466.3,1466.6
1441.8,1441.8,1466.3,1466.6
1441.7,1441.7,1466.3,1466.6
1441.7,1441.7,1466.3,1466.6
1441.6,1441.6,1466.3,1466.5
1441.5,1441.5,1466.3,1466.5
1441.4,1441.4,1466.3,1466.5
1441.3,1441.3,1466.3,1466.5
1441.2,1441.2,1466.2,1466.5
1441.1,1441.1,1466.2,1466.5
1441.1,1441.1,1466.2,1466.5
1441.1,1441.1,1466.2,1466.5
1441.2,1441.2,1466.2,1466.5
1441.3,1441.3,1466.2,1466.5
1441.5,1441.5,1466.2,1466.5
1441.7,1441.7,1466.2,1466.5
1441.9,1441.9,1466.2,1466.5
1442,1442,1466.2,1466.5
1442.2,1442.2,1466.2,1466.5
1442.3,1442.3,1466.2,1466.5
1442.5,1442.5,1466.2,1466.5
1442.6,1442.6,1466.2,1466.5
1442.8,1442.8,1466.2,1466.5
1442.9,1442.9,1466.2,1466.4
1443,1443,1466.2,1466.4
1443.1,1443.1,1466.2,1466.4
1443.1,1443.1,1466.2,1466.4
1443.1,1443.1,1466.2,1466.4
1443,1443,1466.2,1466.4
1442.9,1442.9,1466.2,1466.4
1442.7,1442.7,1466.2,1466.4
1442.6,1442.6,1466.1,1466.4
1442.4,1442.4,1466.1,1466.4
1442.4,1442.4,1466.1,1466.4
1442.3,1442.3,1466.1,1466.4
1442.3,1442.3,1466.1,1466.4
1442.4,1442.4,1466.1,1466.4
1442.5,1442.5,1466.1,1466.4
1442.7,1442.7,1466.1,1466.4
1442.9,1442.9,1466.1,1466.4
1443,1443,1466.1,1466.4
1443.1,1443.1,1466.1,1466.4
1443.2,1443.2,1466.1,1466.4
1443.3,1443.3,1466.1,1466.4
1443.4,1443.4,1466.1,1466.4
1443.5,1443.5,1466.1,1466.4
1443.6,1443.6,1466.1,1466.4
1443.7,1443.7,1466.1,1466.4
1443.8,1443.8,1466.1,1466.3
1443.8,1443.8,1466.1,1466.3
1443.8,1443.8,1466.1,1466.3
1443.7,1443.7,1466.1,1466.3
1443.6,1443.6,1466.1,1466.3
1443.4,1443.4,1466.1,1466.3
1443.2,1443.2,1466.1,1466.3
1443.1,1443.1,1466.1,1466.3
1442.9,1442.9,1466.1,1466.3
1442.8,1442.8,1466,1466.3
1442.8,1442.8,1466,1466.3
1442.9,1442.9,1466,1466.3
1442.9,1442.9,1466,1466.3
1443,1443,1466,1466.3
1443.1,1443.1,1466,1466.2
1443.2,1443.2,1466,1466.2
1443.3,1443.3,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.3,1443.3,1466,1466.2
1443.3,1443.3,1466,1466.2
1443.2,1443.2,1466,1466.2
1443.2,1443.2,1466,1466.2
1443.2,1443.2,1466,1466.2
1443.2,1443.2,1466,1466.2
1443.3,1443.3,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.4,1443.4,1466,1466.2
1443.5,1443.5,1466,1466.2
1443.6,1443.6,1466,1466.2
1443.7,1443.7,1466,1466.2
1443.7,1443.7,1466,1466.2
1443.8,1443.8,1465.9,1466.2
1443.9,1443.9,1465.9,1466.2
1444,1444,1465.9,1466.1
1444.2,1444.2,1465.9,1466.1
1444.3,1444.3,1465.9,1466.1
1444.5,1444.5,1465.9,1466.1
1444.7,1444.7,1465.9,1466.1
1444.8,1444.8,1465.9,1466.1
1444.8,1444.8,1465.9,1466.1
1444.8,1444.8,1465.9,1466.1
1444.7,1444.7,1465.9,1466.1
1444.6,1444.6,1465.9,1466.1
1444.6,1444.6,1465.9,1466.1
1444.5,1444.5,1465.9,1466.1
1444.4,1444.4,1465.9,
1444.4,1444.4,1465.9,
1444.5,1444.5,1465.9,
1444.6,1444.6,1465.9,
1444.7,1444.7,1465.9,
1444.7,1444.7,1465.9,
1444.7,1444.7,1465.9,
1444.6,1444.6,1465.9,
1444.6,1444.6,1465.9,
1444.6,1444.6,1465.9,
1444.6,1444.6,1465.9,
1444.6,1444.6,1465.9,
1444.7,1444.7,1465.9,
1444.8,1444.8,1465.9,
1444.9,1444.9,1465.9,
1445,1445,1465.9,
1445.1,1445.1,1465.9,
1445.2,1445.2,1465.9,
1445.3,1445.3,1465.9,
1445.4,1445.4,1465.9,
1445.5,1445.5,1465.9,
1445.5,1445.5,1465.9,
1445.7,1445.7,1465.9,
1445.8,1445.8,1465.9,
1445.9,1445.9,1465.9,
1446,1446,1465.9,
1446,1446,1465.9,
1446.1,1446.1,1465.9,
1446.1,1446.1,1465.9,
1446.2,1446.2,1465.9,
1446.3,1446.3,1465.9,
1446.3,1446.3,1465.9,
1446.4,1446.4,1465.9,
1446.4,1446.4,1465.9,
1446.4,1446.4,1465.9,
1446.5,1446.5,1465.9,
1446.6,1446.6,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.7,1446.7,1465.9,
1446.6,1446.6,1465.9,
1446.6,1446.6,1465.9,
1446.5,1446.5,1465.9,
1446.4,1446.4,1465.9,
1446.3,1446.3,1465.9,
1446.2,1446.2,1465.8,
1446,1446,1465.8,
1445.9,1445.9,1465.8,
1445.7,1445.7,1465.8,
1445.6,1445.6,1465.8,
1445.5,1445.5,1465.8,
1445.3,1445.3,1465.8,
1445.2,1445.2,1465.8,
1445.1,1445.1,1465.8,
1445,1445,1465.8,
1445,1445,1465.8,
1444.9,1444.9,1465.8,
1444.8,1444.8,1465.8,
1444.8,1444.8,1465.8,
1444.7,1444.7,1465.8,
1444.6,1444.6,1465.8,
1444.5,1444.5,1465.8,
1444.5,1444.5,1465.8,
1444.4,1444.4,1465.8,
1444.4,1444.4,1465.8,
1444.4,1444.4,1465.8,
1444.4,1444.4,1465.8,
1444.3,1444.3,,
1444.3,1444.3,,
1444.2,1444.2,,
1444.1,1444.1,,
1443.9,1443.9,,
1443.8,1443.8,,
1443.6,1443.6,,
1443.5,1443.5,,
1443.4,1443.4,,
1443.3,1443.3,,
1443.4,1443.4,,
1443.5,1443.5,,
1443.7,1443.7,,
1443.9,1443.9,,
1444.1,1444.1,,
1444.3,1444.3,,
1444.4,1444.4,,
1444.6,1444.6,,
1444.8,1444.8,,
1444.9,1444.9,,
1445.1,1445.1,,
1445.2,1445.2,,
1445.4,1445.4,,
1445.5,1445.5,,
1445.7,1445.7,,
1445.8,1445.8,,
1445.8,1445.8,,
1445.8,1445.8,,
1445.8,1445.8,,
1445.7,1445.7,,
1445.7,1445.7,,
1445.7,1445.7,,
1445.8,1445.8,,
1445.8,1445.8,,
1445.9,1445.9,,
1445.9,1445.9,,
1446,1446,,
1446.1,1446.1,,
1446.3,1446.3,,
1446.5,1446.5,,
1446.7,1446.7,,
1447,1447,,
1447.3,1447.3,,
1447.6,1447.6,,
1447.9,1447.9,,
1448.2,1448.2,,
1448.5,1448.5,,
1448.7,1448.7,,
1448.8,1448.8,,
1448.8,1448.8,,
1448.9,1448.9,,
1448.9,1448.9,,
1449,1449,,
1449,1449,,
1449,1449,,
1449.1,1449.1,,
1449.1,1449.1,,
1449.1,1449.1,,
1449.1,1449.1,,
1449.1,1449.1,,
1449.1,1449.1,,
1449.2,1449.2,,
1449.5,1449.5,,
1450.1,1450.1,,
1451.2,1451.2,,
1452.7,1452.7,,
1454.4,1454.4,,
1456.1,1456.1,,
1457.9,1457.9,,
1459.6,1459.6,,
1461.2,1461.2,,
1462.5,1462.5,,
1463.7,1463.7,,
1464.6,1464.6,,
1465.2,1465.2,,
1465.6,1465.6,,
1465.9,1465.9,,
1466,1466,,
1465.9,1465.9,,
1465.4,1465.4,,
1464.6,1464.6,,
1463.6,1463.6,,
1462.5,1462.5,,
1461.4,1461.4,,
1460.5,1460.5,,
1459.8,1459.8,,
1459.3,1459.3,,
1458.9,1458.9,,
1458.9,1458.9,,
1459.2,1459.2,,
1459.8,1459.8,,
1460.6,1460.6,,
1461.5,1461.5,,
1462.5,1462.5,,
1463.5,1463.5,,
1464.6,1464.6,,
1465.8,1465.8,,
1466.8,1466.8,,
1467.9,1467.9,,
1468.8,1468.8,,
1469.5,1469.5,,
1470.2,1470.2,,
1470.7,1470.7,,
1471.1,1471.1,,
1471.5,1471.5,,
1471.7,1471.7,,
1472,1472,,
1472.2,1472.2,,
1472.3,1472.3,,
1472.5,1472.5,,
1472.6,1472.6,,
1472.6,1472.6,,
1472.6,1472.6,,
1472.6,1472.6,,
1472.5,1472.5,,
1472.4,1472.4,,
1472.3,1472.3,,
1472.2,1472.2,,
1472.1,1472.1,,
1471.9,1471.9,,
1471.7,1471.7,,
1471.5,1471.5,,
1471.3,1471.3,,
1471.1,1471.1,,
1470.9,1470.9,,
1470.6,1470.6,,
1470.4,1470.4,,
1470.3,1470.3,,
1470.1,1470.1,,
1470.1,1470.1,,
1470.1,1470.1,,
1470.2,1470.2,,
1470.4,1470.4,,
1470.6,1470.6,,
1470.8,1470.8,,
1471.1,1471.1,,
1471.4,1471.4,,
1471.6,1471.6,,
1471.9,1471.9,,
1472.2,1472.2,,
1472.5,1472.5,,
1472.8,1472.8,,
1473.1,1473.1,,
1473.3,1473.3,,
1473.6,1473.6,,
1473.8,1473.8,,
1474,1474,,
1474.1,1474.1,,
1474.1,1474.1,,
1474.1,1474.1,,
1474.1,1474.1,,
1474.2,1474.2,,
1474.2,1474.2,,
1474.3,1474.3,,
1474.3,1474.3,,
1474.4,1474.4,,
1474.5,1474.5,,
1474.5,1474.5,,
1474.5,1474.5,,
1474.5,1474.5,,
1474.4,1474.4,,
1474.2,1474.2,,
1474,1474,,
1473.7,1473.7,,
1473.4,1473.4,,
1473,1473,,
1472.7,1472.7,,
1472.3,1472.3,,
1472,1472,,
1471.6,1471.6,,
1471.3,1471.3,,
1471.1,1471.1,,
1470.9,1470.9,,
1470.7,1470.7,,
1470.6,1470.6,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.6,1470.6,,
1470.7,1470.7,,
1470.9,1470.9,,
1471.2,1471.2,,
1471.4,1471.4,,
1471.7,1471.7,,
1471.9,1471.9,,
1472.1,1472.1,,
1472.2,1472.2,,
1472.4,1472.4,,
1472.5,1472.5,,
1472.6,1472.6,,
1472.7,1472.7,,
1472.8,1472.8,,
1472.9,1472.9,,
1473,1473,,
1473.1,1473.1,,
1473.2,1473.2,,
1473.2,1473.2,,
1473.3,1473.3,,
1473.3,1473.3,,
1473.4,1473.4,,
1473.4,1473.4,,
1473.6,1473.6,,
1473.7,1473.7,,
1473.9,1473.9,,
1474,1474,,
1474.2,1474.2,,
1474.3,1474.3,,
1474.3,1474.3,,
1474.4,1474.4,,
1474.3,1474.3,,
1474.2,1474.2,,
1474,1474,,
1473.8,1473.8,,
1473.6,1473.6,,
1473.4,1473.4,,
1473.1,1473.1,,
1472.8,1472.8,,
1472.5,1472.5,,
1472.2,1472.2,,
1471.9,1471.9,,
1471.5,1471.5,,
1471.2,1471.2,,
1470.9,1470.9,,
1470.5,1470.5,,
1470.2,1470.2,,
1469.8,1469.8,,
1469.5,1469.5,,
1469.2,1469.2,,
1468.9,1468.9,,
1468.7,1468.7,,
1468.6,1468.6,,
1468.4,1468.4,,
1468.2,1468.2,,
1468.1,1468.1,,
1468,1468,,
1467.8,1467.8,,
1467.7,1467.7,,
1467.6,1467.6,,
1467.6,1467.6,,
1467.6,1467.6,,
1467.6,1467.6,,
1467.8,1467.8,,
1468,1468,,
1468.4,1468.4,,
1468.7,1468.7,,
1469.1,1469.1,,
1469.5,1469.5,,
1469.9,1469.9,,
1470.2,1470.2,,
1470.6,1470.6,,
1470.9,1470.9,,
1471.2,1471.2,,
1471.3,1471.3,,
1471.4,1471.4,,
1471.4,1471.4,,
1471.4,1471.4,,
1471.3,1471.3,,
1471.2,1471.2,,
1471,1471,,
1470.8,1470.8,,
1470.6,1470.6,,
1470.3,1470.3,,
1470.1,1470.1,,
1469.8,1469.8,,
1469.6,1469.6,,
1469.5,1469.5,,
1469.4,1469.4,,
1469.4,1469.4,,
1469.4,1469.4,,
1469.6,1469.6,,
1469.8,1469.8,,
1470.1,1470.1,,
1470.5,1470.5,,
1470.8,1470.8,,
1471.2,1471.2,,
1471.5,1471.5,,
1471.8,1471.8,,
1472,1472,,
1472.2,1472.2,,
1472.4,1472.4,,
1472.5,1472.5,,
1472.6,1472.6,,
1472.7,1472.7,,
1472.8,1472.8,,
1472.8,1472.8,,
1472.8,1472.8,,
1472.8,1472.8,,
1472.8,1472.8,,
1472.7,1472.7,,
1472.6,1472.6,,
1472.5,1472.5,,
1472.4,1472.4,,
1472.3,1472.3,,
1472.2,1472.2,,
1472.1,1472.1,,
1472,1472,,
1471.9,1471.9,,
1471.8,1471.8,,
1471.7,1471.7,,
1471.7,1471.7,,
1471.6,1471.6,,
1471.5,1471.5,,
1471.4,1471.4,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.2,1471.2,,
1471.2,1471.2,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.1,1471.1,,
1471.2,1471.2,,
1471.2,1471.2,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.4,1471.4,,
1471.5,1471.5,,
1471.6,1471.6,,
1471.7,1471.7,,
1471.8,1471.8,,
1471.9,1471.9,,
1472,1472,,
1472,1472,,
1472.1,1472.1,,
1472.2,1472.2,,
1472.3,1472.3,,
1472.4,1472.4,,
1472.5,1472.5,,
1472.5,1472.5,,
1472.4,1472.4,,
1472.3,1472.3,,
1472.2,1472.2,,
1472.1,1472.1,,
1471.9,1471.9,,
1471.8,1471.8,,
1471.7,1471.7,,
1471.6,1471.6,,
1471.6,1471.6,,
1471.5,1471.5,,
1471.5,1471.5,,
1471.5,1471.5,,
1471.5,1471.5,,
1471.6,1471.6,,
1471.6,1471.6,,
1471.7,1471.7,,
1471.8,1471.8,,
1472,1472,,
1472.2,1472.2,,
1472.4,1472.4,,
1472.5,1472.5,,
1472.7,1472.7,,
1472.7,1472.7,,
1472.7,1472.7,,
1472.7,1472.7,,
1472.6,1472.6,,
1472.5,1472.5,,
1472.3,1472.3,,
1472.1,1472.1,,
1471.9,1471.9,,
1471.6,1471.6,,
1471.4,1471.4,,
1471,1471,,
1470.7,1470.7,,
1470.3,1470.3,,
1469.9,1469.9,,
1469.5,1469.5,,
1469.1,1469.1,,
1468.8,1468.8,,
1468.6,1468.6,,
1468.4,1468.4,,
1468.2,1468.2,,
1468.1,1468.1,,
1468.1,1468.1,,
1468.1,1468.1,,
1468.2,1468.2,,
1468.3,1468.3,,
1468.5,1468.5,,
1468.8,1468.8,,
1469,1469,,
1469.3,1469.3,,
1469.6,1469.6,,
1469.8,1469.8,,
1470.1,1470.1,,
1470.3,1470.3,,
1470.4,1470.4,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.4,1470.4,,
1470.2,1470.2,,
1470,1470,,
1469.7,1469.7,,
1469.5,1469.5,,
1469.2,1469.2,,
1468.9,1468.9,,
1468.7,1468.7,,
1468.6,1468.6,,
1468.5,1468.5,,
1468.4,1468.4,,
1468.4,1468.4,,
1468.4,1468.4,,
1468.4,1468.4,,
1468.4,1468.4,,
1468.5,1468.5,,
1468.6,1468.6,,
1468.7,1468.7,,
1468.8,1468.8,,
1469,1469,,
1469.1,1469.1,,
1469.3,1469.3,,
1469.5,1469.5,,
1469.6,1469.6,,
1469.7,1469.7,,
1469.8,1469.8,,
1469.8,1469.8,,
1469.8,1469.8,,
1469.8,1469.8,,
1469.8,1469.8,,
1469.9,1469.9,,
1469.9,1469.9,,
1470,1470,,
1470.1,1470.1,,
1470.1,1470.1,,
1470.2,1470.2,,
1470.3,1470.3,,
1470.3,1470.3,,
1470.4,1470.4,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.7,1470.7,,
1470.8,1470.8,,
1471,1471,,
1471.2,1471.2,,
1471.3,1471.3,,
1471.4,1471.4,,
1471.5,1471.5,,
1471.6,1471.6,,
1471.7,1471.7,,
1471.8,1471.8,,
1471.9,1471.9,,
1472.1,1472.1,,
1472.2,1472.2,,
1472.4,1472.4,,
1472.5,1472.5,,
1472.6,1472.6,,
1472.8,1472.8,,
1472.9,1472.9,,
1473,1473,,
1473.1,1473.1,,
1473.2,1473.2,,
1473.3,1473.3,,
1473.3,1473.3,,
1473.3,1473.3,,
1473.3,1473.3,,
1473.3,1473.3,,
1473.2,1473.2,,
1473,1473,,
1472.8,1472.8,,
1472.6,1472.6,,
1472.4,1472.4,,
1472.2,1472.2,,
1472,1472,,
1471.7,1471.7,,
1471.5,1471.5,,
1471.3,1471.3,,
1471.1,1471.1,,
1470.9,1470.9,,
1470.7,1470.7,,
1470.6,1470.6,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.5,1470.5,,
1470.6,1470.6,,
1470.7,1470.7,,
1470.9,1470.9,,
1471.1,1471.1,,
1471.3,1471.3,,
1471.6,1471.6,,
1471.8,1471.8,,
1472,1472,,
1472.2,1472.2,,
1472.4,1472.4,,
1472.6,1472.6,,
1472.8,1472.8,,
1473.1,1473.1,,
1473.3,1473.3,,
1473.6,1473.6,,
1474,1474,,
1474.3,1474.3,,
1474.5,1474.5,,
1474.8,1474.8,,
1475.1,1475.1,,
1475.3,1475.3,,
1475.6,1475.6,,
1475.9,1475.9,,
1476.2,1476.2,,
1476.5,1476.5,,
1476.8,1476.8,,
1477.1,1477.1,,
1477.3,1477.3,,
1477.6,1477.6,,
1477.8,1477.8,,
1478,1478,,
1478.1,1478.1,,
1478.2,1478.2,,
1478.2,1478.2,,
1478.2,1478.2,,
1478.3,1478.3,,
1478.2,1478.2,,
1478.3,1478.3,,
1478.3,1478.3,,
1478.3,1478.3,,
1478.3,1478.3,,
1478.3,1478.3,,
1478.2,1478.2,,
1478,1478,,
1477.8,1477.8,,
1477.6,1477.6,,
1477.2,1477.2,,
1476.9,1476.9,,
1476.5,1476.5,,
1476.1,1476.1,,
1475.7,1475.7,,
1475.2,1475.2,,
1474.8,1474.8,,
1474.3,1474.3,,
1473.9,1473.9,,
1473.5,1473.5,,
1473.1,1473.1,,
1472.8,1472.8,,
1472.5,1472.5,,
1472.3,1472.3,,
1472.2,1472.2,,
1472.1,1472.1,,
1472,1472,,
1471.9,1471.9,,
1471.9,1471.9,,
1471.9,1471.9,,
1471.8,1471.8,,
1471.8,1471.8,,
1471.8,1471.8,,
1471.7,1471.7,,
1471.6,1471.6,,
1471.6,1471.6,,
1471.5,1471.5,,
1471.5,1471.5,,
1471.4,1471.4,,
1471.4,1471.4,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.4,1471.4,,
1471.6,1471.6,,
1471.7,1471.7,,
1471.9,1471.9,,
1472.1,1472.1,,
1472.3,1472.3,,
1472.4,1472.4,,
1472.6,1472.6,,
1472.7,1472.7,,
1472.8,1472.8,,
1472.9,1472.9,,
1473.1,1473.1,,
1473.2,1473.2,,
1473.3,1473.3,,
1473.5,1473.5,,
1473.6,1473.6,,
1473.7,1473.7,,
1473.7,1473.7,,
1473.7,1473.7,,
1473.8,1473.8,,
1473.7,1473.7,,
1473.7,1473.7,,
1473.8,1473.8,,
1473.8,1473.8,,
1473.8,1473.8,,
1473.9,1473.9,,
1474,1474,,
1474.2,1474.2,,
1474.4,1474.4,,
1474.7,1474.7,,
1475.1,1475.1,,
1475.6,1475.6,,
1476.3,1476.3,,
1477.1,1477.1,,
1478.2,1478.2,,
1479.5,1479.5,,
1480.9,1480,,
1482.5,1480,,
1484.1,1480,,
1485.7,1480,,
1487.3,1480,,
1488.7,1480,,
1489.9,1480,,
1490.9,1480,,
1491.7,1480,,
1492.1,1480,,
1492.2,1480,,
1492,1480,,
1491.3,1480,,
1490.3,1480,,
1489,1480,,
1487.5,1480,,
1485.8,1480,,
1484.2,1480,,
1482.5,1480,,
1481.1,1480,,
1479.9,1479.9,,
1479.2,1479.2,,
1478.8,1478.8,,
1478.9,1478.9,,
1479.4,1479.4,,
1480.3,1480,,
1481.5,1480,,
1483,1480,,
1484.6,1480,,
1486.2,1480,,
1487.7,1480,,
1489.1,1480,,
1490.1,1480,,
1490.9,1480,,
1491.3,1480,,
1491.3,1480,,
1490.9,1480,,
1490.1,1480,,
1489,1480,,
1487.6,1480,,
1485.9,1480,,
1484.1,1480,,
1482.1,1480,,
1480,1480,,
1478.1,1478.1,,
1476.3,1476.3,,
1474.8,1474.8,,
1473.5,1473.5,,
1472.4,1472.4,,
1471.7,1471.7,,
1471.2,1471.2,,
1470.9,1470.9,,
1470.7,1470.7,,
1470.7,1470.7,,
1470.7,1470.7,,
1470.7,1470.7,,
1470.8,1470.8,,
1471,1471,,
1471.1,1471.1,,
1471.2,1471.2,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.3,1471.3,,
1471.2,1471.2,,
1471,1471,,
1470.7,1470.7,,
1470.4,1470.4,,
1470,1470,,
1469.7,1469.7,,
1469.3,1469.3,,
1469,1469,,
1468.8,1468.8,,
1468.7,1468.7,,
1468.6,1468.6,,
1468.7,1468.7,,
1468.8,1468.8,,
1468.9,1468.9,,
1469,1469,,
1469.2,1469.2,,
1469.4,1469.4,,
1469.6,1469.6,,
1469.8,1469.8,,
1470,1470,,
1470.1,1470.1,,
1470.2,1470.2,,
1470.2,1470.2,,
1470.2,1470.2,,
1470,1470,,
1469.8,1469.8,,
1469.5,1469.5,,
1469.2,1469.2,,
1468.9,1468.9,,
1468.6,1468.6,,
1468.4,1468.4,,
1468.3,1468.3,,
1468.2,1468.2,,
1468.2,1468.2,,
1468.3,1468.3,,
1468.4,1468.4,,
1468.5,1468.5,,
1468.7,1468.7,,
1468.9,1468.9,,
1469.2,1469.2,,
1469.4,1469.4,,
1469.6,1469.6,,
1469.8,1469.8,,
1470,1470,,
1470.2,1470.2,,
1470.4,1470.4,,
1470.5,1470.5,,
1470.6,1470.6,,
1470.7,1470.7,,
1470.9,1470.9,,
1471,1471,,
1471.1,1471.1,,
1471.3,1471.3,,
1471.5,1471.5,,
1471.8,1471.8,,
1472.1,1472.1,,
1472.4,1472.4,,
1472.7,1472.7,,
1473,1473,,
1473.3,1473.3,,
1473.6,1473.6,,
1473.8,1473.8,,
1474.1,1474.1,,
1474.3,1474.3,,
1474.5,1474.5,,
1474.7,1474.7,,
1474.8,1474.8,,
1474.8,1474.8,,
1474.7,1474.7,,
1474.5,1474.5,,
1474.2,1474.2,,
1473.8,1473.8,,
1473.3,1473.3,,
1472.7,1472.7,,
1472.1,1472.1,,
1471.5,1471.5,,
1470.9,1470.9,,
1470.4,1470.4,,
1469.9,1469.9,,
1469.4,1469.4,,
1469.1,1469.1,,
1468.8,1468.8,,
1468.7,1468.7,,
1468.7,1468.7,,
1468.9,1468.9,,
1469.3,1469.3,,
1470.1,1470.1,,
1471.2,1471.2,,
1472.6,1472.6,,
1474.2,1474.2,,
1475.7,1475.7,,
1477,1477,,
1477.9,1477.9,,
1478.4,1478.4,,
1478.8,1478.8,,
1478.9,1478.9,,
1478.9,1478.9,,
1478.7,1478.7,,
1478.5,1478.5,,
1478.1,1478.1,,
1477.7,1477.7,,
1477.2,1477.2,,
1476.5,1476.5,,
1475.7,1475.7,,
1474.9,1474.9,,
1474,1474,,
1473.4,1473.4,,
1473.4,1473.4,,
1473.7,1473.7,,
1474.3,1474.3,,
1474.9,1474.9,,
1475.6,1475.6,,
1476.2,1476.2,,
1476.7,1476.7,,
1477.1,1477.1,,
1477.3,1477.3,,
1477.5,1477.5,,
1477.5,1477.5,,
1477.3,1477.3,,
1476.9,1476.9,,
1476.3,1476.3,,
1475.5,1475.5,,
1474.5,1474.5,,
1473.3,1473.3,,
1471.9,1471.9,,
1470.7,1470.7,,
1469.5,1469.5,,
1468.6,1468.6,,
1467.8,1467.8,,
1467.1,1467.1,,
1466.6,1466.6,,
1466.2,1466.2,,
1465.8,1465.8,,
1465.6,1465.6,,
1465.5,1465.5,,
1465.4,1465.4,,
1465.5,1465.5,,
1465.6,1465.6,,
1465.7,1465.7,,
1465.9,1465.9,,
1466.2,1466.2,,
1466.4,1466.4,,
1466.8,1466.8,,
1467.1,1467.1,,
1467.4,1467.4,,
1467.8,1467.8,,
1468.1,1468.1,,
1468.4,1468.4,,
1468.8,1468.8,,
1469.1,1469.1,,
1469.3,1469.3,,
1469.6,1469.6,,
1469.8,1469.8,,
1470,1470,,
1470.1,1470.1,,
1470.2,1470.2,,
1470.3,1470.3,,
1470.3,1470.3,,
1470.2,1470.2,,
1470.1,1470.1,,
1470,1470,,
1469.8,1469.8,,
1469.7,1469.7,,
1469.6,1469.6,,
1469.6,1469.6,,
1469.6,1469.6,,
1469.6,1469.6,,
1469.7,1469.7,,
1469.7,1469.7,,
1469.8,1469.8,,
1469.9,1469.9,,
1470,1470,,
1470.1,1470.1,,
1470.2,1470.2,,
1470.2,1470.2,,
1470.2,1470.2,,
1470.1,1470.1,,
1470,1470,,
1469.9,1469.9,,
1469.8,1469.8,,
1469.7,1469.7,,
1469.5,1469.5,,
1469.4,1469.4,,
1469.3,1469.3,,
1469.2,1469.2,,
